CPM_ID	TCMT_ID
UHF0015	TCMT01221
UHF0016	TCMT01241
UHF0017	TCMT03087
UHF0017	TCMT01059
UHF0017	TCMT01756
UHF0018	TCMT03031
UHF0018	TCMT01756
UHF0019	TCMT01583
UHF0020	TCMT00981
UHF0020	TCMT01583
UHF0021	TCMT00981
UHF0021	TCMT03193
UHF0021	TCMT01760
UHF0022	TCMT01307
UHF0022	TCMT03807
UHF0022	TCMT01742
UHF0023	TCMT01307
UHF0023	TCMT01742
UHF0024	TCMT01307
UHF0024	TCMT03079
UHF0025	TCMT00994
UHF0025	TCMT01756
UHF0026	TCMT01221
UHF0026	TCMT00585
UHF0026	TCMT01745
UHF0026	TCMT03484
UHF0028	TCMT01482
UHF0029	TCMT01482
UHF0029	TCMT00585
UHF0030	TCMT01777
UHF0032	TCMT00852
UHF0032	TCMT01772
UHF0033	TCMT01148
UHF0033	TCMT01241
UHF0033	TCMT01553
UHF0033	TCMT01534
UHF0034	TCMT01756
UHF0034	TCMT03087
UHF0035	TCMT01583
UHF0037	TCMT00981
UHF0037	TCMT01756
UHF0038	TCMT01221
UHF0038	TCMT00981
UHF0038	TCMT01756
UHF0039	TCMT01241
UHF0040	TCMT03443
UHF0040	TCMT03346
UHF0040	TCMT01777
UHF0041	TCMT01756
UHF0042	TCMT01777
UHF0043	TCMT01749
UHF0044	TCMT01742
UHF0045	TCMT01192
UHF0045	TCMT01742
UHF0047	TCMT01742
UHF0047	TCMT01192
UHF0048	TCMT00585
UHF0048	TCMT01740
UHF0049	TCMT00585
UHF0049	TCMT01501
UHF0050	TCMT01742
UHF0050	TCMT01740
UHF0050	TCMT03925
UHF0051	TCMT01583
UHF0052	TCMT03807
UHF0052	TCMT01553
UHF0052	TCMT01742
UHF0053	TCMT01742
UHF0054	TCMT01742
UHF0055	TCMT01241
UHF0055	TCMT01740
UHF0055	TCMT03290
UHF0056	TCMT01740
UHF0056	TCMT01760
UHF0057	TCMT00990
UHF0057	TCMT01120
UHF0057	TCMT01129
UHF0058	TCMT00994
UHF0058	TCMT01740
UHF0058	TCMT03031
UHF0058	TCMT00777
UHF0059	TCMT01241
UHF0059	TCMT01740
UHF0059	TCMT01119
UHF0061	TCMT01241
UHF0061	TCMT01740
UHF0061	TCMT03141
UHF0061	TCMT03257
UHF0062	TCMT01740
UHF0063	TCMT01760
UHF0064	TCMT01760
UHF0065	TCMT01740
UHF0065	TCMT03880
UHF0065	TCMT01745
UHF0065	TCMT01742
UHF0065	TCMT01682
UHF0066	TCMT01120
UHF0067	TCMT03639
UHF0067	TCMT00585
UHF0067	TCMT03674
UHF0067	TCMT03193
UHF0069	TCMT01740
UHF0069	TCMT01241
UHF0070	TCMT00994
UHF0071	TCMT01740
UHF0072	TCMT01773
UHF0073	TCMT00585
UHF0073	TCMT01773
UHF0073	TCMT03193
UHF0074	TCMT01773
UHF0075	TCMT00981
UHF0075	TCMT01759
UHF0075	TCMT01756
UHF0076	TCMT01241
UHF0077	TCMT01241
UHF0077	TCMT01773
UHF0078	TCMT00585
UHF0078	TCMT01773
UHF0078	TCMT01762
UHF0078	TCMT01758
UHF0079	TCMT01762
UHF0080	TCMT01241
UHF0081	TCMT01770
UHF0082	TCMT00994
UHF0082	TCMT01766
UHF0082	TCMT01752
UHF0082	TCMT01307
UHF0082	TCMT03346
UHF0082	TCMT01221
UHF0083	TCMT01307
UHF0083	TCMT01752
UHF0083	TCMT00981
UHF0084	TCMT01772
UHF0084	TCMT01770
UHF0085	TCMT01742
UHF0086	TCMT00981
UHF0086	TCMT01742
UHF0086	TCMT01307
UHF0087	TCMT01307
UHF0087	TCMT00981
UHF0089	TCMT00994
UHF0089	TCMT01756
UHF0090	TCMT00763
UHF0090	TCMT01770
UHF0091	TCMT01514
UHF0091	TCMT01770
UHF0091	TCMT00585
UHF0092	TCMT01762
UHF0092	TCMT01772
UHF0093	TCMT01773
UHF0094	TCMT01773
UHF0095	TCMT03031
UHF0099	TCMT01742
UHF0099	TCMT01756
UHF0102	TCMT01742
UHF0102	TCMT03443
UHF0103	TCMT01742
UHF0103	TCMT01241
UHF0103	TCMT01756
UHF0103	TCMT00843
UHF0104	TCMT01553
UHF0104	TCMT03290
UHF0105	TCMT03443
UHF0105	TCMT03484
UHF0107	TCMT01742
UHF0108	TCMT01660
UHF0108	TCMT01740
UHF0110	TCMT01241
UHF0110	TCMT01553
UHF0110	TCMT01742
UHF0111	TCMT01241
UHF0111	TCMT01777
UHF0112	TCMT01428
UHF0113	TCMT01069
UHF0114	TCMT02891
UHF0115	TCMT01069
UHF0116	TCMT01071
UHF0116	TCMT01069
UHF0117	TCMT01069
UHF0118	TCMT01772
UHF0119	TCMT01777
UHF0119	TCMT03396
UHF0122	TCMT01772
UHF0123	TCMT01770
UHF0124	TCMT03781
UHF0124	TCMT01553
UHF0125	TCMT01241
UHF0125	TCMT01774
UHF0126	TCMT00981
UHF0126	TCMT01759
UHF0126	TCMT01756
UHF0127	TCMT01770
UHF0127	TCMT01521
UHF0127	TCMT03031
UHF0128	TCMT01069
UHF0128	TCMT01070
UHF0129	TCMT01241
UHF0129	TCMT01553
UHF0129	TCMT01777
UHF0130	TCMT01241
UHF0130	TCMT03484
UHF0130	TCMT01777
UHF0131	TCMT01069
UHF0131	TCMT01071
UHF0132	TCMT01742
UHF0132	TCMT03675
UHF0132	TCMT03781
UHF0132	TCMT03290
UHF0132	TCMT01384
UHF0132	TCMT01119
UHF0133	TCMT01241
UHF0133	TCMT01069
UHF0133	TCMT01553
UHF0134	TCMT00585
UHF0134	TCMT01241
UHF0134	TCMT01616
UHF0135	TCMT03650
UHF0135	TCMT00832
UHF0135	TCMT01240
UHF0136	TCMT01112
UHF0137	TCMT01241
UHF0137	TCMT03627
UHF0139	TCMT03261
UHF0141	TCMT01335
UHF0142	TCMT01772
UHF0142	TCMT01742
UHF0142	TCMT03925
UHF0143	TCMT01682
UHF0144	TCMT01772
UHF0144	TCMT01756
UHF0145	TCMT01241
UHF0145	TCMT01553
UHF0146	TCMT03031
UHF0146	TCMT01241
UHF0146	TCMT02891
UHF0147	TCMT01760
UHF0147	TCMT01120
UHF0147	TCMT01744
UHF0148	TCMT01760
UHF0148	TCMT01120
UHF0148	TCMT01744
UHF0149	TCMT03290
UHF0150	TCMT01760
UHF0150	TCMT01744
UHF0151	TCMT01760
UHF0151	TCMT01562
UHF0151	TCMT01051
UHF0152	TCMT00994
UHF0152	TCMT03031
UHF0152	TCMT01241
UHF0153	TCMT00865
UHF0154	TCMT01743
UHF0154	TCMT03031
UHF0154	TCMT01742
UHF0156	TCMT01240
UHF0156	TCMT01241
UHF0156	TCMT03674
UHF0157	TCMT01772
UHF0159	TCMT01501
UHF0159	TCMT01240
UHF0162	TCMT01521
UHF0163	TCMT00685
UHF0164	TCMT01766
UHF0165	TCMT01502
UHF0165	TCMT03674
UHF0166	TCMT01241
UHF0166	TCMT01773
UHF0167	TCMT03261
UHF0170	TCMT01521
UHF0171	TCMT01502
UHF0171	TCMT01760
UHF0171	TCMT00685
UHF0172	TCMT01241
UHF0172	TCMT01221
UHF0172	TCMT01756
UHF0172	TCMT03018
UHF0173	TCMT01760
UHF0173	TCMT01742
UHF0174	TCMT01772
UHF0174	TCMT01174
UHF0175	TCMT01501
UHF0176	TCMT01241
UHF0178	TCMT01501
UHF0178	TCMT01240
UHF0180	TCMT01760
UHF0180	TCMT01761
UHF0180	TCMT03600
UHF0180	TCMT03484
UHF0182	TCMT03675
UHF0182	TCMT01760
UHF0182	TCMT00815
UHF0183	TCMT01583
UHF0184	TCMT01772
UHF0184	TCMT01742
UHF0184	TCMT03925
UHF0187	TCMT01071
UHF0187	TCMT01069
UHF0187	TCMT01070
UHF0188	TCMT01762
UHF0188	TCMT00759
UHF0190	TCMT01758
UHF0191	TCMT01776
UHF0191	TCMT01502
UHF0192	TCMT03484
UHF0192	TCMT01774
UHF0193	TCMT01069
UHF0193	TCMT01553
UHF0194	TCMT00761
UHF0195	TCMT01777
UHF0197	TCMT01510
UHF0197	TCMT01583
UHF0197	TCMT01501
UHF0198	TCMT01286
UHF0200	TCMT01742
UHF0206	TCMT01570
UHF0206	TCMT00761
UHF0206	TCMT01742
UHF0207	TCMT01298
UHF0207	TCMT01611
UHF0208	TCMT01770
UHF0208	TCMT01171
UHF0209	TCMT01742
UHF0209	TCMT01757
UHF0210	TCMT01760
UHF0211	TCMT01120
UHF0211	TCMT03290
UHF0212	TCMT01502
UHF0214	TCMT01241
UHF0214	TCMT03484
UHF0214	TCMT01777
UHF0215	TCMT03261
UHF0215	TCMT01771
UHF0218	TCMT03880
UHF0218	TCMT01723
UHF0219	TCMT01742
UHF0219	TCMT01241
UHF0220	TCMT03193
UHF0222	TCMT01307
UHF0222	TCMT01742
UHF0222	TCMT01740
UHF0223	TCMT01740
UHF0223	TCMT00985
UHF0223	TCMT01307
UHF0223	TCMT03290
UHF0224	TCMT01307
UHF0225	TCMT01761
UHF0225	TCMT00759
UHF0225	TCMT01762
UHF0225	TCMT01740
UHF0225	TCMT01742
UHF0226	TCMT01762
UHF0227	TCMT00730
UHF0229	TCMT01241
UHF0229	TCMT01219
UHF0229	TCMT01221
UHF0230	TCMT01241
UHF0230	TCMT03627
UHF0230	TCMT01774
UHF0232	TCMT03031
UHF0233	TCMT03031
UHF0233	TCMT01740
UHF0234	TCMT03027
UHF0234	TCMT01171
UHF0235	TCMT03027
UHF0235	TCMT01762
UHF0235	TCMT00585
UHF0235	TCMT00759
UHF0235	TCMT01740
UHF0235	TCMT01171
UHF0235	TCMT00801
UHF0237	TCMT03031
UHF0237	TCMT01241
UHF0238	TCMT01358
UHF0239	TCMT01358
UHF0239	TCMT02891
UHF0240	TCMT01553
UHF0240	TCMT03031
UHF0241	TCMT01148
UHF0241	TCMT00994
UHF0241	TCMT01241
UHF0241	TCMT01553
UHF0241	TCMT01740
UHF0242	TCMT01194
UHF0242	TCMT00994
UHF0242	TCMT01740
UHF0242	TCMT01763
UHF0242	TCMT00800
UHF0245	TCMT01358
UHF0247	TCMT01742
UHF0247	TCMT01304
UHF0248	TCMT01760
UHF0248	TCMT01742
UHF0249	TCMT01163
UHF0249	TCMT03027
UHF0249	TCMT01769
UHF0250	TCMT03275
UHF0251	TCMT01241
UHF0251	TCMT01358
UHF0252	TCMT01358
UHF0253	TCMT01241
UHF0253	TCMT03553
UHF0253	TCMT01756
UHF0254	TCMT01740
UHF0255	TCMT01071
UHF0255	TCMT01069
UHF0255	TCMT01070
UHF0256	TCMT01071
UHF0256	TCMT01069
UHF0256	TCMT01070
UHF0257	TCMT01510
UHF0257	TCMT01241
UHF0257	TCMT01358
UHF0258	TCMT02891
UHF0258	TCMT01762
UHF0258	TCMT01612
UHF0259	TCMT01514
UHF0259	TCMT03674
UHF0259	TCMT03551
UHF0260	TCMT01552
UHF0263	TCMT01745
UHF0263	TCMT01742
UHF0263	TCMT03925
UHF0263	TCMT03290
UHF0264	TCMT01742
UHF0265	TCMT01776
UHF0265	TCMT03674
UHF0265	TCMT01240
UHF0266	TCMT01241
UHF0266	TCMT01335
UHF0267	TCMT01762
UHF0269	TCMT01553
UHF0270	TCMT01241
UHF0271	TCMT01241
UHF0273	TCMT01482
UHF0274	TCMT01710
UHF0274	TCMT03031
UHF0274	TCMT01611
UHF0275	TCMT01773
UHF0275	TCMT01756
UHF0275	TCMT01758
UHF0276	TCMT00585
UHF0277	TCMT01760
UHF0277	TCMT01501
UHF0277	TCMT01745
UHF0278	TCMT00585
UHF0278	TCMT01756
UHF0279	TCMT03192
UHF0280	TCMT01553
UHF0280	TCMT01777
UHF0281	TCMT00585
UHF0281	TCMT03193
UHF0282	TCMT00994
UHF0284	TCMT01770
UHF0284	TCMT03339
UHF0285	TCMT01772
UHF0286	TCMT01740
UHF0289	TCMT00585
UHF0290	TCMT01770
UHF0290	TCMT00585
UHF0290	TCMT01482
UHF0290	TCMT03193
UHF0293	TCMT01756
UHF0293	TCMT01216
UHF0294	TCMT01760
UHF0294	TCMT03600
UHF0295	TCMT01762
UHF0296	TCMT01762
UHF0296	TCMT03193
UHF0298	TCMT01241
UHF0298	TCMT02891
UHF0298	TCMT01192
UHF0299	TCMT00852
UHF0300	TCMT03193
UHF0300	TCMT00854
UHF0301	TCMT00994
UHF0302	TCMT01778
UHF0302	TCMT01742
UHF0304	TCMT01766
UHF0304	TCMT01742
UHF0304	TCMT03018
UHF0305	TCMT01778
UHF0305	TCMT01742
UHF0306	TCMT00585
UHF0306	TCMT01773
UHF0306	TCMT03551
UHF0307	TCMT01120
UHF0308	TCMT01241
UHF0308	TCMT01740
UHF0308	TCMT01777
UHF0310	TCMT03675
UHF0310	TCMT01742
UHF0311	TCMT01241
UHF0311	TCMT00994
UHF0312	TCMT01241
UHF0312	TCMT01756
UHF0312	TCMT01521
UHF0312	TCMT00852
UHF0313	TCMT01756
UHF0313	TCMT01757
UHF0314	TCMT01241
UHF0314	TCMT00865
UHF0315	TCMT03627
UHF0315	TCMT00843
UHF0316	TCMT01148
UHF0316	TCMT01760
UHF0316	TCMT01553
UHF0317	TCMT01762
UHF0318	TCMT01781
UHF0319	TCMT01570
UHF0319	TCMT01742
UHF0319	TCMT00994
UHF0319	TCMT01740
UHF0319	TCMT01772
UHF0320	TCMT01428
UHF0320	TCMT01740
UHF0321	TCMT01740
UHF0321	TCMT01756
UHF0322	TCMT01766
UHF0322	TCMT00585
UHF0322	TCMT01760
UHF0322	TCMT01763
UHF0323	TCMT01428
UHF0324	TCMT01772
UHF0324	TCMT01760
UHF0325	TCMT02891
UHF0325	TCMT01192
UHF0325	TCMT00753
UHF0326	TCMT01762
UHF0326	TCMT01766
UHF0327	TCMT01756
UHF0327	TCMT01740
UHF0327	TCMT01772
UHF0328	TCMT03570
UHF0329	TCMT00994
UHF0330	TCMT01740
UHF0330	TCMT01756
UHF0330	TCMT03186
UHF0331	TCMT01428
UHF0332	TCMT01428
UHF0334	TCMT01742
UHF0335	TCMT03675
UHF0335	TCMT01742
UHF0336	TCMT01307
UHF0336	TCMT03675
UHF0336	TCMT03443
UHF0337	TCMT01307
UHF0337	TCMT03290
UHF0338	TCMT01760
UHF0341	TCMT00981
UHF0341	TCMT01742
UHF0342	TCMT00981
UHF0342	TCMT02891
UHF0342	TCMT01756
UHF0343	TCMT00994
UHF0343	TCMT01766
UHF0343	TCMT03183
UHF0344	TCMT01760
UHF0345	TCMT03027
UHF0345	TCMT01299
UHF0345	TCMT00761
UHF0345	TCMT01192
UHF0346	TCMT01742
UHF0346	TCMT01772
UHF0348	TCMT01757
UHF0348	TCMT01756
UHF0348	TCMT01759
UHF0350	TCMT01760
UHF0351	TCMT01760
UHF0351	TCMT01241
UHF0351	TCMT01740
UHF0352	TCMT01740
UHF0353	TCMT01760
UHF0353	TCMT03193
UHF0354	TCMT00994
UHF0354	TCMT01682
UHF0354	TCMT01740
UHF0355	TCMT00585
UHF0356	TCMT00981
UHF0356	TCMT01740
UHF0356	TCMT01682
UHF0357	TCMT00981
UHF0357	TCMT01221
UHF0357	TCMT01682
UHF0358	TCMT00981
UHF0358	TCMT01757
UHF0358	TCMT01682
UHF0358	TCMT01241
UHF0359	TCMT00981
UHF0359	TCMT01756
UHF0361	TCMT01057
UHF0361	TCMT01384
UHF0362	TCMT03781
UHF0362	TCMT03827
UHF0364	TCMT01192
UHF0364	TCMT01742
UHF0365	TCMT01766
UHF0365	TCMT01298
UHF0366	TCMT01482
UHF0366	TCMT01742
UHF0366	TCMT03925
UHF0366	TCMT01527
UHF0367	TCMT01129
UHF0368	TCMT01742
UHF0369	TCMT01502
UHF0370	TCMT01482
UHF0370	TCMT01211
UHF0371	TCMT01772
UHF0372	TCMT01510
UHF0374	TCMT01772
UHF0374	TCMT01482
UHF0375	TCMT01482
UHF0375	TCMT01742
UHF0376	TCMT01335
UHF0376	TCMT03650
UHF0377	TCMT01335
UHF0378	TCMT00852
UHF0378	TCMT01742
UHF0380	TCMT01192
UHF0380	TCMT01059
UHF0383	TCMT03600
UHF0383	TCMT01502
UHF0383	TCMT01584
UHF0383	TCMT01482
UHF0384	TCMT03627
UHF0385	TCMT01766
UHF0385	TCMT01742
UHF0385	TCMT01777
UHF0385	TCMT01381
UHF0385	TCMT03673
UHF0386	TCMT02891
UHF0387	TCMT01335
UHF0387	TCMT01502
UHF0387	TCMT03650
UHF0389	TCMT01760
UHF0390	TCMT01298
UHF0390	TCMT01760
UHF0390	TCMT01611
UHF0392	TCMT00865
UHF0393	TCMT01760
UHF0394	TCMT01742
UHF0394	TCMT03193
UHF0394	TCMT01760
UHF0394	TCMT00763
UHF0394	TCMT01501
UHF0395	TCMT00585
UHF0395	TCMT01766
UHF0396	TCMT03257
UHF0396	TCMT01192
UHF0396	TCMT00832
UHF0397	TCMT00865
UHF0397	TCMT01772
UHF0398	TCMT01194
UHF0399	TCMT01335
UHF0399	TCMT01766
UHF0399	TCMT00826
UHF0400	TCMT01777
UHF0401	TCMT01307
UHF0401	TCMT01742
UHF0404	TCMT01760
UHF0404	TCMT01744
UHF0407	TCMT01509
UHF0410	TCMT03261
UHF0412	TCMT01427
UHF0412	TCMT01452
UHF0413	TCMT03261
UHF0414	TCMT03261
UHF0415	TCMT03261
UHF0417	TCMT03275
UHF0417	TCMT03877
UHF0418	TCMT03261
UHF0419	TCMT01781
UHF0420	TCMT03275
UHF0420	TCMT01659
UHF0420	TCMT03877
UHF0421	TCMT03275
UHF0421	TCMT03877
UHF0422	TCMT01241
UHF0422	TCMT03257
UHF0422	TCMT03141
UHF0423	TCMT01241
UHF0423	TCMT03257
UHF0423	TCMT03141
UHF0425	TCMT01069
UHF0426	TCMT01069
UHF0427	TCMT01069
UHF0427	TCMT01071
UHF0428	TCMT03275
UHF0429	TCMT01770
UHF0429	TCMT03415
UHF0430	TCMT01770
UHF0430	TCMT03415
UHF0431	TCMT01069
UHF0431	TCMT01071
UHF0432	TCMT01742
UHF0434	TCMT00785
UHF0436	TCMT01742
UHF0438	TCMT00585
UHF0438	TCMT01553
UHF0439	TCMT01742
UHF0439	TCMT01584
UHF0440	TCMT01778
UHF0440	TCMT01304
UHF0440	TCMT01742
UHF0440	TCMT03443
UHF0441	TCMT01742
UHF0443	TCMT01742
UHF0443	TCMT01760
UHF0443	TCMT03484
UHF0444	TCMT01742
UHF0445	TCMT03288
UHF0447	TCMT03192
UHF0447	TCMT01552
UHF0448	TCMT01762
UHF0448	TCMT00585
UHF0448	TCMT00759
UHF0450	TCMT01781
UHF0451	TCMT01749
UHF0452	TCMT01069
UHF0453	TCMT01069
UHF0453	TCMT01071
UHF0454	TCMT01749
UHF0455	TCMT01740
UHF0457	TCMT03807
UHF0457	TCMT03827
UHF0458	TCMT03827
UHF0463	TCMT03261
UHF0464	TCMT03261
UHF0465	TCMT03261
UHF0468	TCMT01428
UHF0470	TCMT00585
UHF0471	TCMT01742
UHF0474	TCMT03261
UHF0478	TCMT01596
UHF0479	TCMT01428
