CPM_ID	CHP_ID	Dosage_ratio
UHF0434	CHP00389	0.1212
UHF0434	CHP03475	0.0606
UHF0434	CHP02748	0.0606
UHF0404	CHP04047	0.4444
UHF0404	CHP00360	0.4444
UHF0404	CHP06001	0.0833
UHF0404	CHP05408	0.0278
UHF0403	CHP06320	0.1667
UHF0403	CHP03797	0.1667
UHF0403	CHP02751	0.1667
UHF0403	CHP02839	0.1667
UHF0403	CHP00534	0.1667
UHF0403	CHP02305	0.1667
UHF0405	CHP02239	0.2
UHF0405	CHP06246	0.2
UHF0405	CHP03704	0.2
UHF0405	CHP01118	0.2
UHF0405	CHP01898	0.2
UHF0227	CHP05104	0.6
UHF0227	CHP02750	0.4
UHF0443	CHP02750	0.6
UHF0443	CHP05104	0.4
UHF0440	CHP01138	0.7143
UHF0440	CHP02904	0.1429
UHF0440	CHP06246	0.0571
UHF0440	CHP06287	0.0429
UHF0440	CHP00238	0.0429
UHF0226	CHP02751	0.5
UHF0226	CHP05104	0.5
UHF0439	CHP05104	0.875
UHF0439	CHP00948	0.125
UHF0442	CHP04065	0.2
UHF0442	CHP02566	0.2
UHF0442	CHP05194	0.2
UHF0442	CHP04333	0.2
UHF0442	CHP05104	0.2
UHF0441	CHP04065	1.0
UHF0099	CHP06241	0.2162
UHF0099	CHP06279	0.2162
UHF0099	CHP01118	0.2162
UHF0099	CHP04697	0.2162
UHF0099	CHP04065	0.1351
UHF0401	CHP05004	0.3333
UHF0401	CHP04861	0.3333
UHF0401	CHP00238	0.3333
UHF0402	CHP03352	0.5
UHF0402	CHP02443	0.5
UHF0060	CHP04697	0.8811
UHF0060	CHP04065	0.0529
UHF0060	CHP05194	0.0441
UHF0060	CHP04902	0.022
UHF0026	CHP03130	0.8097
UHF0026	CHP02624	0.1255
UHF0026	CHP02219	0.0648
UHF0052	CHP02443	0.4615
UHF0052	CHP00308	0.2308
UHF0052	CHP06279	0.0769
UHF0052	CHP06282	0.0769
UHF0052	CHP00306	0.0769
UHF0052	CHP02750	0.0769
UHF0053	CHP02443	0.3681
UHF0053	CHP01368	0.2577
UHF0053	CHP00308	0.184
UHF0053	CHP06282	0.0859
UHF0053	CHP02750	0.0859
UHF0053	CHP00306	0.0184
UHF0054	CHP02443	0.4396
UHF0054	CHP02750	0.2198
UHF0054	CHP06279	0.0659
UHF0054	CHP05914	0.0659
UHF0054	CHP06282	0.0659
UHF0054	CHP00306	0.0659
UHF0054	CHP06161	0.0659
UHF0054	CHP06202	0.011
UHF0041	CHP04065	0.1111
UHF0041	CHP03013	0.1111
UHF0041	CHP06241	0.1111
UHF0041	CHP06279	0.1111
UHF0041	CHP06044	0.1111
UHF0041	CHP06224	0.1111
UHF0041	CHP05194	0.1111
UHF0041	CHP04867	0.1111
UHF0041	CHP01118	0.1111
UHF0016	CHP06229	0.6
UHF0016	CHP01350	0.4
UHF0017	CHP01368	0.3571
UHF0017	CHP06366	0.3571
UHF0017	CHP01118	0.0714
UHF0017	CHP04888	0.0714
UHF0017	CHP05004	0.0714
UHF0017	CHP02443	0.0714
UHF0018	CHP06366	0.2381
UHF0018	CHP04258	0.2381
UHF0018	CHP02443	0.2381
UHF0018	CHP01519	0.0952
UHF0018	CHP06210	0.0952
UHF0018	CHP04473	0.0952
UHF0043	CHP01368	0.5
UHF0043	CHP05004	0.25
UHF0043	CHP06279	0.1667
UHF0043	CHP01118	0.0833
UHF0042	CHP02443	0.4808
UHF0042	CHP01515	0.3846
UHF0042	CHP02219	0.0769
UHF0042	CHP06177	0.0577
UHF0022	CHP06282	0.2
UHF0022	CHP06366	0.2
UHF0022	CHP05004	0.2
UHF0022	CHP02084	0.2
UHF0022	CHP02443	0.2
UHF0023	CHP06366	0.25
UHF0023	CHP05004	0.25
UHF0023	CHP02084	0.25
UHF0023	CHP02443	0.25
UHF0024	CHP06282	0.24
UHF0024	CHP06366	0.24
UHF0024	CHP02084	0.24
UHF0024	CHP02443	0.24
UHF0024	CHP05004	0.04
UHF0025	CHP01368	0.2632
UHF0025	CHP01440	0.2632
UHF0025	CHP06366	0.1316
UHF0025	CHP06210	0.1316
UHF0025	CHP01757	0.1316
UHF0025	CHP06193	0.0789
UHF0031	CHP02443	0.2857
UHF0031	CHP06264	0.1429
UHF0031	CHP06323	0.1429
UHF0031	CHP06287	0.1429
UHF0031	CHP06366	0.1429
UHF0031	CHP05004	0.1429
UHF0036	CHP01368	0.3333
UHF0036	CHP06246	0.3333
UHF0036	CHP01399	0.3333
UHF0035	CHP06384	0.2632
UHF0035	CHP04867	0.2632
UHF0035	CHP06246	0.1579
UHF0035	CHP01161	0.0789
UHF0035	CHP03342	0.0789
UHF0035	CHP02219	0.0789
UHF0035	CHP00779	0.0789
UHF0027	CHP00308	0.3333
UHF0027	CHP01368	0.2
UHF0027	CHP04065	0.1333
UHF0027	CHP06241	0.1111
UHF0027	CHP02443	0.1111
UHF0027	CHP02967	0.0556
UHF0027	CHP02750	0.0556
UHF0029	CHP06264	0.2927
UHF0029	CHP02685	0.1463
UHF0029	CHP05255	0.1463
UHF0029	CHP00308	0.1463
UHF0029	CHP05919	0.0732
UHF0029	CHP05996	0.0732
UHF0029	CHP06157	0.0732
UHF0029	CHP00004	0.0488
UHF0028	CHP06264	0.5714
UHF0028	CHP06157	0.2857
UHF0028	CHP02009	0.1429
UHF0030	CHP01368	0.2
UHF0030	CHP06264	0.2
UHF0030	CHP00308	0.2
UHF0030	CHP05004	0.2
UHF0030	CHP03283	0.2
UHF0013	CHP06320	0.6
UHF0013	CHP01368	0.3
UHF0013	CHP06279	0.05
UHF0013	CHP01118	0.05
UHF0014	CHP06320	0.5455
UHF0014	CHP01368	0.2727
UHF0014	CHP01118	0.1818
UHF0015	CHP01368	0.2857
UHF0015	CHP06320	0.2857
UHF0015	CHP06279	0.1429
UHF0015	CHP01118	0.1429
UHF0015	CHP04065	0.0857
UHF0015	CHP02443	0.0571
UHF0032	CHP01368	0.3226
UHF0032	CHP06366	0.3226
UHF0032	CHP06280	0.0968
UHF0032	CHP06264	0.0968
UHF0032	CHP00513	0.0968
UHF0032	CHP01757	0.0645
UHF0012	CHP06282	0.25
UHF0012	CHP00997	0.25
UHF0012	CHP03283	0.25
UHF0012	CHP02443	0.25
UHF0011	CHP02219	0.5
UHF0011	CHP01146	0.5
UHF0019	CHP02557	0.9009
UHF0019	CHP04065	0.018
UHF0019	CHP01161	0.018
UHF0019	CHP00099	0.018
UHF0019	CHP03343	0.009
UHF0019	CHP00306	0.009
UHF0019	CHP03342	0.009
UHF0019	CHP04867	0.009
UHF0019	CHP01323	0.009
UHF0008	CHP02685	0.1818
UHF0008	CHP05255	0.1818
UHF0008	CHP00308	0.1818
UHF0008	CHP06279	0.0909
UHF0008	CHP06366	0.0909
UHF0008	CHP06163	0.0909
UHF0008	CHP04258	0.0909
UHF0008	CHP00997	0.0909
UHF0009	CHP00308	0.375
UHF0009	CHP00997	0.375
UHF0009	CHP04065	0.15
UHF0009	CHP06256	0.075
UHF0009	CHP06193	0.025
UHF0010	CHP00308	0.6667
UHF0010	CHP06323	0.3333
UHF0007	CHP04867	0.1364
UHF0007	CHP06246	0.0909
UHF0007	CHP05321	0.0909
UHF0007	CHP01515	0.0909
UHF0007	CHP00948	0.0909
UHF0007	CHP00779	0.0909
UHF0007	CHP06282	0.0545
UHF0007	CHP06210	0.0545
UHF0007	CHP04764	0.0545
UHF0007	CHP04482	0.0545
UHF0007	CHP00306	0.0545
UHF0007	CHP00513	0.0545
UHF0007	CHP01323	0.0545
UHF0007	CHP06287	0.0273
UHF0006	CHP01368	0.6667
UHF0006	CHP06264	0.0833
UHF0006	CHP06366	0.0833
UHF0006	CHP05004	0.0833
UHF0006	CHP04258	0.0833
UHF0005	CHP00308	0.1111
UHF0005	CHP06282	0.1111
UHF0005	CHP06256	0.1111
UHF0005	CHP01757	0.1111
UHF0005	CHP00306	0.1111
UHF0005	CHP02405	0.1111
UHF0005	CHP02084	0.1111
UHF0005	CHP00513	0.1111
UHF0005	CHP02443	0.1111
UHF0020	CHP06396	0.3802
UHF0020	CHP06161	0.1901
UHF0020	CHP06212	0.1141
UHF0020	CHP04867	0.076
UHF0020	CHP05294	0.0456
UHF0020	CHP01323	0.0456
UHF0020	CHP03343	0.0228
UHF0020	CHP06282	0.0228
UHF0020	CHP06231	0.0228
UHF0020	CHP04106	0.0228
UHF0020	CHP00289	0.0228
UHF0020	CHP00756	0.0228
UHF0020	CHP00306	0.0114
UHF0021	CHP00238	0.1027
UHF0021	CHP05255	0.0684
UHF0021	CHP05294	0.0684
UHF0021	CHP01757	0.0456
UHF0021	CHP00001	0.0456
UHF0021	CHP01110	0.0456
UHF0021	CHP01146	0.0456
UHF0021	CHP01519	0.038
UHF0021	CHP02515	0.038
UHF0021	CHP06246	0.038
UHF0021	CHP06241	0.038
UHF0021	CHP05955	0.038
UHF0021	CHP06231	0.038
UHF0021	CHP00289	0.038
UHF0021	CHP00240	0.038
UHF0021	CHP03013	0.038
UHF0021	CHP02219	0.038
UHF0021	CHP00779	0.038
UHF0021	CHP06355	0.0285
UHF0021	CHP04867	0.0285
UHF0021	CHP06280	0.0228
UHF0021	CHP06287	0.0228
UHF0021	CHP01127	0.0228
UHF0021	CHP00316	0.0228
UHF0021	CHP02748	0.0114
UHF0040	CHP01368	0.2051
UHF0040	CHP03283	0.2051
UHF0040	CHP06285	0.1538
UHF0040	CHP06210	0.1538
UHF0040	CHP02443	0.1538
UHF0040	CHP03192	0.0769
UHF0040	CHP05004	0.0513
UHF0037	CHP06279	0.3333
UHF0037	CHP01118	0.3333
UHF0037	CHP04697	0.3333
UHF0038	CHP04065	0.1667
UHF0038	CHP03975	0.1667
UHF0038	CHP04888	0.1667
UHF0038	CHP01757	0.1667
UHF0038	CHP06241	0.0833
UHF0038	CHP06279	0.0833
UHF0038	CHP01119	0.0833
UHF0038	CHP01118	0.0833
UHF0039	CHP04065	0.1
UHF0039	CHP06255	0.1
UHF0039	CHP03800	0.1
UHF0039	CHP02566	0.1
UHF0039	CHP06241	0.1
UHF0039	CHP06279	0.1
UHF0039	CHP04322	0.1
UHF0039	CHP01118	0.1
UHF0039	CHP01644	0.1
UHF0039	CHP00071	0.1
UHF0044	CHP01368	0.3333
UHF0044	CHP06366	0.3333
UHF0044	CHP04258	0.3333
UHF0045	CHP02443	0.36
UHF0045	CHP01368	0.16
UHF0045	CHP00308	0.16
UHF0045	CHP06282	0.16
UHF0045	CHP02750	0.16
UHF0046	CHP02750	0.2353
UHF0046	CHP03192	0.2353
UHF0046	CHP02685	0.1373
UHF0046	CHP03352	0.1373
UHF0046	CHP02443	0.1373
UHF0046	CHP06279	0.0588
UHF0046	CHP06264	0.0196
UHF0046	CHP06282	0.0196
UHF0046	CHP00513	0.0196
UHF0047	CHP02750	0.3824
UHF0047	CHP02443	0.2941
UHF0047	CHP00308	0.1471
UHF0047	CHP01368	0.0882
UHF0047	CHP06282	0.0882
UHF0049	CHP00513	0.6
UHF0049	CHP01146	0.4
UHF0050	CHP05807	0.5882
UHF0050	CHP00513	0.1765
UHF0050	CHP03342	0.1176
UHF0050	CHP01146	0.1176
UHF0051	CHP02624	0.5625
UHF0051	CHP00513	0.1875
UHF0051	CHP03342	0.125
UHF0051	CHP01146	0.125
UHF0048	CHP00513	0.5
UHF0048	CHP06241	0.25
UHF0048	CHP01146	0.25
UHF0034	CHP01368	0.2632
UHF0034	CHP06366	0.2632
UHF0034	CHP01118	0.1579
UHF0034	CHP05004	0.1579
UHF0034	CHP02443	0.1579
UHF0033	CHP02443	0.4545
UHF0033	CHP06366	0.2727
UHF0033	CHP02023	0.2727
UHF0003	CHP01368	0.1228
UHF0003	CHP06366	0.1053
UHF0003	CHP03871	0.1053
UHF0003	CHP04861	0.1053
UHF0003	CHP02750	0.1053
UHF0003	CHP01146	0.0877
UHF0003	CHP04065	0.0526
UHF0003	CHP02685	0.0526
UHF0003	CHP06264	0.0526
UHF0003	CHP04258	0.0526
UHF0003	CHP01757	0.0526
UHF0003	CHP00997	0.0526
UHF0003	CHP03635	0.0526
UHF0004	CHP01515	0.7692
UHF0004	CHP06241	0.1538
UHF0004	CHP01019	0.0769
UHF0059	CHP04047	0.1667
UHF0059	CHP06249	0.1667
UHF0059	CHP05682	0.1667
UHF0059	CHP02750	0.1667
UHF0059	CHP03013	0.1667
UHF0059	CHP02305	0.1667
UHF0058	CHP04322	0.2924
UHF0058	CHP01533	0.2924
UHF0058	CHP03113	0.2924
UHF0058	CHP06320	0.0292
UHF0058	CHP04047	0.0292
UHF0058	CHP03013	0.0195
UHF0058	CHP02750	0.0195
UHF0058	CHP02305	0.0195
UHF0058	CHP05408	0.0058
UHF0056	CHP06249	1.0
UHF0055	CHP04047	0.2
UHF0055	CHP06249	0.2
UHF0055	CHP03013	0.2
UHF0055	CHP02305	0.2
UHF0055	CHP03672	0.1
UHF0055	CHP02750	0.1
UHF0057	CHP03013	1.0
UHF0275	CHP02566	0.0968
UHF0275	CHP06144	0.0968
UHF0275	CHP06140	0.0968
UHF0275	CHP04106	0.0968
UHF0275	CHP02750	0.0968
UHF0275	CHP06242	0.0645
UHF0275	CHP06255	0.0645
UHF0275	CHP05194	0.0645
UHF0275	CHP01118	0.0645
UHF0275	CHP05996	0.0645
UHF0275	CHP06157	0.0645
UHF0275	CHP06202	0.0645
UHF0275	CHP04867	0.0645
UHF0268	CHP06282	1.0
UHF0288	CHP02750	0.2778
UHF0288	CHP04000	0.1389
UHF0288	CHP06266	0.1389
UHF0288	CHP06241	0.0833
UHF0288	CHP00004	0.0833
UHF0288	CHP04047	0.0833
UHF0288	CHP04106	0.0833
UHF0288	CHP00513	0.0694
UHF0288	CHP00306	0.0417
UHF0289	CHP06221	0.1667
UHF0289	CHP03731	0.1667
UHF0289	CHP06236	0.1667
UHF0289	CHP00779	0.1667
UHF0289	CHP06272	0.0667
UHF0289	CHP06355	0.0667
UHF0289	CHP04902	0.0667
UHF0289	CHP05996	0.0667
UHF0289	CHP06157	0.0667
UHF0290	CHP01898	0.3947
UHF0290	CHP06255	0.1316
UHF0290	CHP04888	0.1316
UHF0290	CHP06210	0.1053
UHF0290	CHP02265	0.1053
UHF0290	CHP06144	0.0921
UHF0290	CHP06241	0.0395
UHF0258	CHP00240	0.3333
UHF0258	CHP00844	0.3333
UHF0258	CHP00316	0.3333
UHF0283	CHP02913	0.2222
UHF0283	CHP06140	0.1852
UHF0283	CHP04473	0.1852
UHF0283	CHP00513	0.1852
UHF0283	CHP00306	0.1111
UHF0283	CHP02904	0.1111
UHF0284	CHP06255	0.1538
UHF0284	CHP02566	0.1538
UHF0284	CHP00356	0.1538
UHF0284	CHP02504	0.1538
UHF0284	CHP01898	0.1538
UHF0284	CHP06241	0.1154
UHF0284	CHP04697	0.1154
UHF0282	CHP06212	0.5333
UHF0282	CHP04697	0.08
UHF0282	CHP04322	0.06
UHF0282	CHP02023	0.06
UHF0282	CHP06241	0.0533
UHF0282	CHP05194	0.0533
UHF0282	CHP02566	0.04
UHF0282	CHP06279	0.04
UHF0282	CHP06044	0.04
UHF0282	CHP01118	0.04
UHF0286	CHP03800	0.4054
UHF0286	CHP02566	0.3243
UHF0286	CHP05557	0.2703
UHF0266	CHP03352	1.0
UHF0285	CHP01368	0.4839
UHF0285	CHP04065	0.3226
UHF0285	CHP06282	0.0968
UHF0285	CHP01146	0.0968
UHF0255	CHP02904	0.3333
UHF0255	CHP05020	0.2333
UHF0255	CHP00071	0.2333
UHF0255	CHP01368	0.1667
UHF0255	CHP06146	0.0333
UHF0256	CHP03229	1.0
UHF0281	CHP03352	0.125
UHF0281	CHP06241	0.125
UHF0281	CHP06279	0.125
UHF0281	CHP06144	0.125
UHF0281	CHP04126	0.125
UHF0281	CHP04106	0.125
UHF0281	CHP02750	0.125
UHF0281	CHP02265	0.125
UHF0287	CHP02750	0.2941
UHF0287	CHP06266	0.1765
UHF0287	CHP06282	0.0706
UHF0287	CHP04764	0.0706
UHF0287	CHP04482	0.0706
UHF0287	CHP01118	0.0706
UHF0287	CHP02084	0.0706
UHF0287	CHP04571	0.0706
UHF0287	CHP00513	0.0706
UHF0287	CHP00306	0.0353
UHF0291	CHP06241	0.2
UHF0291	CHP06272	0.2
UHF0291	CHP03731	0.2
UHF0291	CHP06236	0.2
UHF0291	CHP02566	0.04
UHF0291	CHP06279	0.04
UHF0291	CHP04047	0.04
UHF0291	CHP04333	0.04
UHF0291	CHP04697	0.04
UHF0292	CHP02566	0.2222
UHF0292	CHP01818	0.2222
UHF0292	CHP06241	0.1111
UHF0292	CHP06210	0.1111
UHF0292	CHP04106	0.1111
UHF0292	CHP01118	0.1111
UHF0292	CHP04697	0.1111
UHF0249	CHP01757	0.6557
UHF0249	CHP02239	0.0984
UHF0249	CHP06282	0.082
UHF0249	CHP04259	0.082
UHF0249	CHP02750	0.082
UHF0259	CHP06242	0.1905
UHF0259	CHP06144	0.1905
UHF0259	CHP03731	0.1905
UHF0259	CHP03352	0.1905
UHF0259	CHP06157	0.1905
UHF0259	CHP04867	0.0476
UHF0260	CHP06372	0.5
UHF0260	CHP00240	0.5
UHF0262	CHP06210	0.1587
UHF0262	CHP04482	0.1587
UHF0262	CHP01757	0.1587
UHF0262	CHP02904	0.1587
UHF0262	CHP05607	0.1587
UHF0262	CHP00513	0.1587
UHF0262	CHP04764	0.0476
UHF0261	CHP06212	0.5085
UHF0261	CHP01757	0.1695
UHF0261	CHP00779	0.1695
UHF0261	CHP06282	0.1017
UHF0261	CHP01146	0.0508
UHF0263	CHP06212	0.7634
UHF0263	CHP02566	0.2366
UHF0264	CHP06212	0.6593
UHF0264	CHP02566	0.1703
UHF0264	CHP04902	0.1703
UHF0265	CHP06236	0.6522
UHF0265	CHP06241	0.087
UHF0265	CHP04000	0.087
UHF0265	CHP06144	0.087
UHF0265	CHP03352	0.087
UHF0273	CHP00102	0.6667
UHF0273	CHP04888	0.1667
UHF0273	CHP02009	0.0667
UHF0273	CHP00308	0.0667
UHF0273	CHP06282	0.0333
UHF0269	CHP04124	0.1667
UHF0269	CHP01644	0.1667
UHF0269	CHP06210	0.1111
UHF0269	CHP04259	0.1111
UHF0269	CHP02023	0.1111
UHF0269	CHP01118	0.0667
UHF0269	CHP01757	0.0667
UHF0269	CHP06282	0.0333
UHF0269	CHP06363	0.0333
UHF0269	CHP04764	0.0333
UHF0269	CHP00306	0.0333
UHF0269	CHP02084	0.0333
UHF0269	CHP00513	0.0333
UHF0270	CHP06282	0.1525
UHF0270	CHP04258	0.1525
UHF0270	CHP02084	0.1525
UHF0270	CHP06210	0.1271
UHF0270	CHP01118	0.1271
UHF0270	CHP01757	0.1271
UHF0270	CHP00513	0.0847
UHF0270	CHP04764	0.0254
UHF0270	CHP00306	0.0254
UHF0270	CHP06363	0.0169
UHF0270	CHP05408	0.0085
UHF0271	CHP02566	0.4
UHF0271	CHP03800	0.3
UHF0271	CHP05557	0.3
UHF0272	CHP06210	0.5
UHF0272	CHP04124	0.5
UHF0446	CHP06221	0.1429
UHF0446	CHP06217	0.1429
UHF0446	CHP03731	0.1429
UHF0446	CHP01118	0.1429
UHF0446	CHP02750	0.1429
UHF0446	CHP03352	0.1429
UHF0446	CHP02443	0.1429
UHF0250	CHP02685	0.2083
UHF0250	CHP05255	0.1389
UHF0250	CHP00308	0.1389
UHF0250	CHP00389	0.0694
UHF0250	CHP02515	0.0694
UHF0250	CHP00004	0.0694
UHF0250	CHP02009	0.0694
UHF0250	CHP01898	0.0694
UHF0250	CHP04065	0.0463
UHF0250	CHP05104	0.0463
UHF0250	CHP04795	0.0463
UHF0250	CHP06282	0.0139
UHF0250	CHP03342	0.0139
UHF0254	CHP02566	0.4
UHF0254	CHP02219	0.4
UHF0254	CHP04867	0.2
UHF0251	CHP06266	0.1846
UHF0251	CHP04259	0.1538
UHF0251	CHP02023	0.1538
UHF0251	CHP01757	0.1538
UHF0251	CHP06210	0.1077
UHF0251	CHP01118	0.1077
UHF0251	CHP04764	0.0462
UHF0251	CHP00306	0.0462
UHF0251	CHP00513	0.0462
UHF0252	CHP00004	0.1887
UHF0252	CHP06210	0.1887
UHF0252	CHP04473	0.1887
UHF0252	CHP05607	0.1887
UHF0252	CHP01326	0.1887
UHF0252	CHP04867	0.0566
UHF0253	CHP06212	0.8065
UHF0253	CHP06241	0.0242
UHF0253	CHP06279	0.0242
UHF0253	CHP06144	0.0242
UHF0253	CHP05194	0.0242
UHF0253	CHP04124	0.0242
UHF0253	CHP04106	0.0242
UHF0253	CHP01118	0.0242
UHF0253	CHP04697	0.0242
UHF0276	CHP06221	0.3333
UHF0276	CHP03732	0.3333
UHF0276	CHP03352	0.1667
UHF0276	CHP02219	0.1111
UHF0276	CHP04867	0.0556
UHF0257	CHP01519	0.1456
UHF0257	CHP04591	0.1456
UHF0257	CHP01757	0.1456
UHF0257	CHP05607	0.1456
UHF0257	CHP01771	0.1456
UHF0257	CHP06210	0.0971
UHF0257	CHP04556	0.0971
UHF0257	CHP04482	0.0485
UHF0257	CHP00059	0.0291
UHF0445	CHP02685	0.125
UHF0445	CHP04065	0.125
UHF0445	CHP05255	0.125
UHF0445	CHP00308	0.125
UHF0445	CHP05841	0.125
UHF0445	CHP06221	0.125
UHF0445	CHP05996	0.125
UHF0445	CHP02443	0.125
UHF0280	CHP03283	0.7234
UHF0280	CHP00997	0.2128
UHF0280	CHP00306	0.0638
UHF0279	CHP00316	0.5
UHF0279	CHP06146	0.5
UHF0277	CHP06212	0.8065
UHF0277	CHP04065	0.0968
UHF0277	CHP05194	0.0968
UHF0278	CHP06212	0.6667
UHF0278	CHP05194	0.1111
UHF0278	CHP06241	0.1111
UHF0278	CHP06144	0.1111
UHF0274	CHP00004	0.3333
UHF0274	CHP06210	0.3333
UHF0274	CHP01757	0.3333
UHF0247	CHP01368	0.3214
UHF0247	CHP06320	0.3214
UHF0247	CHP02023	0.1339
UHF0247	CHP02750	0.1339
UHF0247	CHP06279	0.0893
UHF0248	CHP01368	0.2186
UHF0248	CHP00308	0.2186
UHF0248	CHP06320	0.2186
UHF0248	CHP04065	0.1093
UHF0248	CHP02023	0.0874
UHF0248	CHP02750	0.0874
UHF0248	CHP06279	0.0601
UHF0244	CHP06212	0.5263
UHF0244	CHP04902	0.2105
UHF0244	CHP05255	0.1053
UHF0244	CHP04047	0.0526
UHF0244	CHP02750	0.0526
UHF0244	CHP03013	0.0526
UHF0245	CHP05255	0.1667
UHF0245	CHP06282	0.1667
UHF0245	CHP04473	0.1667
UHF0245	CHP01118	0.1667
UHF0245	CHP00360	0.1667
UHF0245	CHP00216	0.1667
UHF0246	CHP04126	0.2703
UHF0246	CHP06240	0.1351
UHF0246	CHP06272	0.1351
